sallary,location,duty,name,time 
10-20万/月,北京,北京中心顾问,美好未来企业管理集团有限公司,01-26
10万以上/月,成都-武侯区,装修工程分包团队,成都新意创想建设工程有限公司,01-25
10-20万/月,长沙-望城区,专业带头人（博士学历）,湖南航天磁电有限责任公司,01-25
100万以上/年,深圳,合伙人,上海方创金融信息服务股份有限公司,01-25
5-10万/月,广州-天河区,首席财务官CFO,广州市驴迹科技有限责任公司,01-25
60-80万/年,异地招聘,大健康事业部总经理,武汉汇海医药有限公司,01-25
5-7万/月,上海-浦东新区,工程副总-上海区域,合景泰富地产控股有限公司,01-25
10万以上/月,广州-荔湾区,广州碧桂园现场销售,广州市荔湾区碧桂园.碧家公寓（壹...,01-28
60-80万/年,汕头,总经理（集团）,汕头海湾物资有限公司,01-28
60-120万/年,异地招聘,招商发展总监,招商局港口控股有限公司,01-28
10-30万/月,南京-江宁区,研究所所长,南京帝昌医药科技有限公司,01-23
10-20万/月,南京,软装设计师,南京市浦口区木心装饰设计工作室,01-23
78-84万/年,深圳-福田区,支行及业务发展部负责人,江苏银行股份有限公司深圳分行,01-23
5-9.9万/月,北京-朝阳区,营业主管副行长,国民银行（中国）有限公司,01-26
5-7万/月,上海-徐汇区,稽核经理（法律方向）,聚信国际租赁股份有限公司,01-26
5-6万/月,上海-浦东新区,银行櫃员,第一商业银行股份有限公司上海分行,01-26
5-8万/月,北京-海淀区,搜狐媒体-集团商业部-商业技术总监,搜狐媒体,01-26
6-10万/月,揭阳,财富中心总经理,华夏信财投资管理（上海）有限公司,01-25
80-100万/年,广州-天河区,风控法务部总经理,广东珠光集团有限公司,01-25
100万以上/年,深圳-宝安区,外贸总监,深圳市万利印刷有限公司,01-25
5-7万/月,北京-通州区,集团人力资源总监,上海天合石油工程股份有限公司,01-25
10万以上/月,佛山,企业金融部总监,恒天财富佛山分公司,01-22
5-7万/月,异地招聘,室内设计总监,欧雅建筑装饰有限公司苏州分公司,01-28
60-65万/年,异地招聘,香港分公司融資管理（主任）,昆明滇池水务股份有限公司,01-28
30-50万/月,郑州,投资发展经理,金科中原区域公司,01-28
7-10万/月,北京-海淀区,投资总监,北京寰能华清石墨烯科技发展有限公司,01-23
5-7万/月,株洲,分公司总经理,海银财富管理有限公司长沙分公司,01-23
570元/小时,深圳,减脂培训班和网球培训班导师,深圳市华科物业管理服务有限公司,01-26
80-100万/年,深圳-罗湖区,胸部专家（美容美体行业）,深圳市尊尚品味女人美容有限公司,01-26
5-15万/月,深圳-南山区,产品总监,深圳市道通科技股份有限公司,01-26
60-80万/年,深圳-龙岗区,工程副总经理,深圳浩创置业有限公司,01-25
5-7万/月,上海-普陀区,副总裁,远成物流股份有限公司,01-25
5-7万/月,异地招聘,消防电工,博华建筑规划设计有限公司江苏分公司,01-25
100万以上/年,上海-徐汇区,Business System Excellence Leader APAC,薪得付信息技术(上海)有限公司,01-22
30-50万/月,深圳-南山区,物业总监,嘉里置业（深圳）有限公司,01-22
5-7万/月,上海-青浦区,酒店家具事业部总经理,上海新冠美家具有限公司,01-22
5-7万/月,深圳-盐田区,培训学院院长（知名保健品企业）,中民嘉业投资有限公司,01-28
5-10万/月,广州-天河区,期货代理商,广州骏明投资咨询有限公司,01-28
60-80万/年,深圳-福田区,运营总裁,深圳市三源色文化传播有限公司,01-23
60-100万/年,广州-黄埔区,事业部总经理,广东佳宝集团有限公司,01-23
100万以上/年,成都-高新区,金融市场部 部门负责人,四川金融资产交易所有限公司,01-23
5-8万/月,北京-东城区,分公司总经理,北京盈泰财富云电子商务有限公司,01-26
60-80万/年,深圳,劳务公司总经理,广东省中港装饰股份有限公司,01-26
60-80万/年,西安-碑林区,合伙人,西安卓尔脑思维国际教育科技有限公司,01-26
80-100万/年,上海,国家青年千人科学家,艾比玛特医药科技（上海）有限公司,01-25
10-50万/月,广州-黄埔区,纯化工程师,百奥泰生物科技（广州）有限公司,01-25
100万以上/年,大连,地产公司总经理,福佳集团有限公司,01-25
80-100万/年,广州-天河区,商业管理中心总经理,上海升龙投资集团有限公司,01-22
10万以上/月,杭州,理财产品销售经理,瑞达期货股份有限公司杭州营业部,01-22
5-7万/月,金华,土地管理工程师,金华市兰德勘测规划有限公司,01-22
100万以上/年,广州-天河区,总经理,广州卓虹进出口贸易有限公司,01-28
5-10万/月,广州-白云区,谈判总监,广州诚誉餐饮管理有限公司,01-28
80-100万/年,广州-越秀区,副总经理,广东出版置业投资有限公司,01-28
60-80万/年,异地招聘,常务副总,龙都投资有限公司,01-23
10万以上/月,贵阳,动力匹配工程师,贵州凯峰科技有限责任公司,01-23
15-40万/月,深圳,项目拓展经理/专员,深圳市万京投资有限公司,01-23
100万以上/年,深圳-龙华新区,合伙人,深圳市三方圆生物科技有限公司,01-26
18-25万/月,杭州,办事处负责人（浙江区域）,深圳指南针教育网络科技有限公司,01-26
10万以上/月,上海-长宁区,整形外科医生,上海纽来医疗投资有限公司,01-26
10万以上/月,广州-天河区,技术创业合伙人/扶持创业,广州一扬指网络科技有限责任公司,01-25
5-7万/月,青岛-崂山区,装饰项目经经理,青岛明唐集成建筑设计工程有限公司,01-24
100万以上/年,佛山,招募分公司合作伙伴,佛山市三八凤凰文化传播有限公司,01-24
60-100万/年,贵州省,投资发展总监,贵阳高新世纪房地产开发有限公司,01-24
100万以上/年,上海-静安区,互联网金融事业部总裁,至善资本,01-22
5000元/小时,无锡-锡山区,喷粉工,乐丰精密零件制造（无锡）有限公司,01-22
7-10万/月,深圳-南山区,首席财务官,深圳积木易搭科技技术有限公司,01-28
5-7万/月,西安-莲湖区,产业负责人,融创天朗房地产开发公司,01-28
10万以上/月,上海-浦东新区,总裁-互联网金融（成员企业）,海银金融控股集团有限公司,01-28
5-7万/月,北京-朝阳区,投资拓展总监,秀兰投资集团有限公司,01-28
300元/小时,广州-番禺区,服装模特（韩版休闲）,广州雅都服饰有限公司,01-23
5-7万/月,深圳-龙岗区,副总裁,深圳市柏悦数码技术有限公司,01-23
7-10万/月,青岛-城阳区,年入百万不是梦,青岛云房数据服务有限公司,01-23
60-80万/年,北京-通州区,测试总监,新奥能源服务有限公司,01-23
10万以上/月,西安,商业总经理,世纪金花股份有限公司,01-26
6-8万/月,杭州-滨江区,CTO,杭州誉道科技有限公司,01-26
60-110万/年,异地招聘,知名地产公司投资总经理,广州威士敦企业管理咨询有限公司,01-26
10万以上/月,广州-白云区,招募电商合伙人,广州悦开妍化妆品有限公司,01-26
5-7万/月,广州,Senior delivery lead,大连卓晟光华科技咨询有限公司,01-26
5-7万/月,南京,合作伙伴：年薪百万+销售支持平台+0成本,中国平安人寿保险股份有限公司江苏...,01-26
10万以上/月,东莞,Textile chemical overseas trading partners,东莞市科峰纺织助剂实业有限公司,01-26
7-10万/月,上海,俄语销售,中曼石油天然气集团股份有限公司,01-24
60-80万/年,广州,合伙人律师,广东骏道律师事务所,01-24
5-10万/月,广州-天河区,期货代理,广州纵筹资产管理有限公司,01-24
5-7万/月,珠海,项目后评估副总监,珠海华发实业股份有限公司,01-24
7-10万/月,异地招聘,行政人事经理,士商湖州五金机电有限公司,01-24
5-7万/月,异地招聘,双端面磨床需求人员,沈阳海默数控机床有限公司,01-22
7-10万/月,上海,Head of Pricing,百汇（上海）医院管理有限公司,01-22
5-7万/月,异地招聘,水项目焦作城市主管,天喔食品（集团）有限公司,01-22
5-9万/月,深圳-龙岗区,高层管理人员（副总经理级别）/ Vice GM,环德未来城置业（深圳）有限公司,01-22
5-7万/月,重庆-长寿区,农商城总经理,三科控股集团有限公司,01-22
6.7-9.2万/月,北京,区域销售总监（工作地点不限）,赛猊腾龙信息技术有限公司,01-22
5-7万/月,苏州-工业园区,猎头合伙人,苏州点才企业管理咨询有限公司,01-22
5-7万/月,佛山,总经理（南海桂城）,海银财富管理有限公司佛山南海分公司,01-28
10万以上/月,深圳-南山区,总经理,深圳市欧亚照明有限公司,01-27
7-10万/月,异地招聘,美国洛杉矶办事处负责人,苏州艾迈实业有限公司,01-27
8-15万/月,广州-白云区,整形医院院长,广州尚艺投资管理有限公司,01-27
10万以上/月,台州,副董事长,浙江夜光明光电科技股份有限公司,01-27
7-10万/月,杭州,项目总,阳光城集团杭州公司,01-23
5-7万/月,武汉,分公司总经理,海银财富管理有限公司,01-23
5-7万/月,上海,Continous Improvement Finance Professional,荟才环球企业咨询（北京）有限公司,01-23
80-100万/年,深圳-南山区,招商副总,廊坊市宏泰产业市镇投资有限公司,01-23
10000元/天,沈阳-铁西区,小学阅读写作课合作,沈阳搏冠教育信息咨询有限公司,01-23
5-7万/月,上海-浦东新区,信贷事业部总经理,上海点牛互联网金融信息服务有限公司,01-23
400-600万/年,深圳-福田区,CEO,深圳市蚂蚁邦产业运营服务有限公司,01-26
10-15万/月,深圳,总裁,深圳市怀德房地产开发有限公司,01-26
60-80万/年,河源,房地产总经理,河源市一通实业发展有限公司,01-26
7-10万/月,异地招聘,景区副总经理,西安蓝溪科技投资控股有限公司,01-26
7-10万/月,南通,副总经理,上海诺斯清生物科技有限公司,01-26
5-7万/月,异地招聘,事业部销售总监,福建雅客食品有限公司,01-26
10-20万/月,北京-西城区,整合传播经理,北京央媒联合国际会展中心,01-26
6-12万/月,成都,分公司总经理（外派）,龙头装饰集团,01-24
10万以上/月,哈尔滨,施工队,哈尔滨荣泰消防设备安装工程有限公司,01-24
5-7万/月,湛江,客房部总经理,湛江市赤坎御唐府酒店管理有限公司,01-24
5-8万/月,北京-朝阳区,数据科学家,北京慧据科技产业发展有限公司,01-24
10万以上/月,上海-闵行区,飞行员,上海金鹿公务航空有限公司,01-22
60-80万/年,异地招聘,副总经理,济源市金诚文化旅游发展有限公司,01-22
60-80万/年,上海-普陀区,品牌总监/护肤品牌,上海上美化妆品有限公司,01-22
20-50万/月,深圳-宝安区,高级销售经理,深圳路辉物流设备有限公司,01-22
5-7万/月,深圳,财富总裁/总经理,深圳市前海金钥匙控股集团有限公司,01-22
5-7万/月,郑州,省CEO/县CEO,江西膳纯贝比健康产业有限公司,01-27
80-100万/年,黔南,总裁,贵州启洲文旅有限公司,01-27
5-7万/月,济南,副总经理（分管设计）J11451,济南中维置业有限公司,01-27
80-100万/年,武汉,生物医药注册副总或总监,武汉禾元生物科技股份有限公司,01-27
5-7万/月,异地招聘,事业部总经理/事业部副总经理,上海午全置业有限公司,01-27
10万以上/月,上海-长宁区,项目合伙人,上海跃然贸易有限公司,01-23
60-80万/年,深圳-福田区,产品总监/副总监,上海壹账通金融科技有限公司,01-23
5-10万/月,上海-浦东新区,首席技术官/CTO,上海爱绔存信息技术有限公司,01-23
5-7万/月,上海-虹口区,投资总监,上海羽骏资产管理有限公司,01-23
6-8万/月,成都,总经理,成都网阔信息技术股份有限公司,01-23
10万以上/月,异地招聘,在线运维员（西江环保）,广东绿色创想节能服务有限公司,01-23
60-80万/年,上海,组织发展总监,上海仕卿人力资源有限公司苏州分公司,01-26
5-7万/月,上海-浦东新区,财务总监,上海前言信息科技有限公司,01-26
60-70万/年,深圳-福田区,股权投资基金业务部高级经理,深圳港桥股权投资基金管理有限公司,01-26
5-7万/月,广州-番禺区,房务总监,广州市北海稻风尚酒店有限公司,01-24
100万以上/年,上海,CS渠道黄金护肤销售合伙人,上海美臣化妆品有限公司,01-24
100万以上/年,宜昌,媒体事业合伙人,吉屋网,01-24
5-7万/月,西安-灞桥区,农产品总经理,西安浐河半坡湖旅游度假有限责任公司,01-22
100万以上/年,异地招聘,学科带头人,深圳中健生物技术有限公司,01-22
60-80万/年,北京,大客户产品销售经理,北京擎科新业生物技术有限公司,01-22
10万以上/月,福州,实验室（副）主任（环保、食品）,广州广电计量检测股份有限公司,01-22
200-300万/年,异地招聘,总经理（管理200人以上）,黑龙江省新春木业集团有限责任公司,01-22
5-7万/月,北京-朝阳区,国际市场部副总,山东迈宝赫健身器材有限公司,01-27
60-120万/年,异地招聘,研究院常务副院长,金华市博宇企业管理咨询有限公司,01-27
5-7万/月,天津-和平区,新筹机构负责人,四川禾中企业管理有限公司,01-23
7-10万/月,深圳-宝安区,上市公司投资总监,前海中融国际投资控股集团（深圳）...,01-23
5-7万/月,北京-东城区,业务合伙人,北京阳光浩瀚人力资源顾问服务有限...,01-23
6-12万/月,深圳,投资管理部负责人,武信投资控股（深圳）股份有限公司,01-26
60-100万/年,广州,制造副总经理,欧派家居集团股份有限公司,01-26
4500元/天,苏州-吴中区,售后技术员,博众精工科技股份有限公司,01-24
7-10万/月,扬州,副总,海银财富管理有限公司扬州分公司,01-24
5-7万/月,异地招聘,机电安装队长,中石化工建设有限公司,01-24
100万以上/年,郑州-管城回族区,执行副总裁,河南宜家实业有限公司,01-24
10万以上/月,大连-高新园区,对日C++ PL,亿达信息技术有限公司,01-22
60-80万/年,深圳-龙岗区,项目总监,广东华大互联网股份有限公司,01-22
10000元/天,珠海,食材配送合伙人,佛山市蔬果汇农产品有限公司,01-22
7-10万/月,杭州-拱墅区,地产基金总裁,创道股权投资基金管理有限公司,01-22
5-8万/月,北京-西城区,基金经理,新华网股份有限公司,01-23
5-7万/月,上海-普陀区,招商副总经理,上海红星美凯龙商业管理股份有限公司,01-23
5-7万/月,宁波-鄞州区,喷塑工,宁波市鄞州步升机械配件有限公司,01-22
100万以上/年,上海,项目总,华润置地（上海）有限公司,01-22
5-7万/月,深圳-南山区,财务总监,深圳市都市数据技术有限公司,01-22
290元/小时,广州-白云区,平面模特/可新人/可微胖,广州朵梵服装有限公司,01-21
5-7万/月,南宁,商业副总经理,广西荣和企业集团有限责任公司,01-21
10万以上/月,深圳-福田区,海外客户专员,深圳市维合办公环境设计有限公司,01-21
12-18万/月,深圳,市场拓展总监-物业经验,亿达物业管理有限公司,01-21
7-13万/月,异地招聘,资产公司总经理,广州瀛粤资产管理有限公司,01-21
5-7万/月,广州-天河区,技术总/副总,广州无线电集团有限公司,01-22
80-100万/年,赣州,副总经理（营销）J11279,赣州新力力合置业有限公司,01-22
60-80万/年,上海-静安区,上海新资源总裁,上海赢韵投资管理有限公司,01-22
60-80万/年,合肥-经开区,投资拓展副总,安徽文峰投资集团有限公司,01-22
5-7万/月,深圳-宝安区,投资并购总经理,深圳市鑫梓润物业管理股份有限公司,01-22
5-7万/月,北京-海淀区,互联网工业投资总监/总经理/合伙人,星河互联集团有限公司,01-21
60-80万/年,异地招聘,建筑专业负责人,上海申联建筑设计有限公司陕西分公司,01-20
10万以上/月,深圳-宝安区,外贸业务总临,深圳市捷能星光电科技有限公司,01-20
7-10万/月,珠海,月子中心大厨,珠海市香洲区狮山社区卫生服务中心,01-20
80-100万/年,上海-浦东新区,财富私银总经理,深圳市海钜信达投资发展有限公司,01-22
60-80万/年,深圳-南山区,融资总监（商票融资 丰富的资金端资源）,北京英嘉联合科技有限公司,01-22
5-10万/月,上海,首席数据科学家（AI实验室）,上海触宝信息技术有限公司,01-22
7-10万/月,苏州,案场接待,苏州万国行房地产营销策划有限公司,01-22
20-50万/月,北京,主创设计师,尚层装饰（北京）有限公司北京分公司,01-20
100万以上/年,上海-普陀区,品牌运营官,美国优异公司北京代表处,01-20
5-7万/月,深圳-南山区,营销副总裁,深圳茵特里国际医疗服务有限公司,01-20
80-100万/年,石家庄,合作总监,张北凯嘉罗矿业有限公司,01-20
8-25万/月,异地招聘,医学事务专员/经理,精微视达医疗科技（武汉）有限公司,01-19
60-80万/年,广州-番禺区,高级楼盘项目联动总监,广州壹购房网络科技有限公司,01-19
7-10万/月,深圳-南山区,AI人工智能团队,深圳市卓垣翰互动科技有限公司,01-19
5-7万/月,沈阳-于洪区,小程序推广,沈阳考拉云商电子商务有限公司,01-19
6-6.5万/月,杭州,区块链事业部副总经理,杭州蓝蛙科技有限公司,01-19
5-7万/月,成都,设计师经理,上海帝森建筑装饰工程有限公司成都...,01-19
5-8万/月,异地招聘,成本总监,世茂集团 Shimao Group,01-19
5-7万/月,惠州,事业合伙人,冠群驰骋投资管理（北京）有限公司...,01-19
7-10万/月,大连-甘井子区,轻松赚钱 快乐工作,大连雅典房地产经纪有限公司,01-19
5-7万/月,深圳-福田区,事业部总经理,广东派生财富投资管理有限公司,01-19
80-100万/年,深圳-宝安区,LED显示屏 国内 市场 销售 业务 主管 经理 总监 副总,深圳市新纪元光电科技有限公司,01-19
10万以上/月,北京-海淀区,律所合伙人,北京佳友律师事务所,01-19
80-100万/年,上海,彩妆品类副总经理,颖通（上海）贸易有限公司,01-19
10万以上/月,中山,高薪+面试通过后可就近安排上班地点+包住,中山市家家顺房地产经纪有限公司大...,01-19
60-80万/年,佛山,大沥支行行长,广东华兴银行股份有限公司佛山分行,01-19
80-100万/年,大连-中山区,约伴旅游集团总经理,大连约伴旅游股份有限公司,01-19
7-10万/月,深圳,私人银行总经理,中财沃顿资本管理有限公司,01-19
7-10万/月,广州-花都区,金利来，奥康天猫推广,广州市建橙皮具有限公司,01-19
60-80万/年,郑州-郑东新区,财富中心总经理,恒天财富郑州分公司,01-19
60-80万/年,郑州,投资负责人,阳光城集团郑州公司,01-19
60-80万/年,上海-浦东新区,连锁餐饮总经理,上海鼎基投资集团有限公司,01-19
5-7万/月,上海-长宁区,营销总监,沈阳中新科技开发有限公司,01-19
7-10万/月,深圳-龙华新区,龙华写字楼招应届实习/毕业生,深圳市乐有家房产交易有限公司,01-19
5-7万/月,杭州-拱墅区,组织发展经理（杭州）,杭州新丝路模特经纪有限公司,01-19
5-10万/月,广州-番禺区,面部微整专家,广州百钠鑫生物科技有限公司,01-19
5-10万/月,成都,整形医生（成都）,柏荟国际医疗集团,01-19
60-100万/年,成都-温江区,总经理（成都）,深圳市万汇国际投资发展有限公司,01-19
10万以上/月,上海-浦东新区,金融公司 首席执行官/总裁/总经理,东银商品交易中心有限公司,01-19
60-80万/年,异地招聘,税务总监（投资并购项目）,合景泰富地产,01-19
220-260万/年,深圳,总经理,深圳市思沃特投资有限公司,01-19
3000元/天,沈阳-大东区,机加检验员,沈阳新宝路航空机械制造有限公司,01-19
120-200万/年,广州-白云区,微贷分网点负责人（广州广建小额贷款股份有限公司）,广东省小额贷款公司协会,01-19
7-10万/月,北京-昌平区,三一海外营销（副）总经理（风电行业）,三一重型能源装备有限公司,01-19
80-100万/年,北京-顺义区,Branch Manager - North China,华辉国际运输服务有限公司,01-19
5-7万/月,异地招聘,副总经理（投资）,中梁地产集团昆明区域公司,01-18
100万以上/年,杭州-上城区,财富管理总部负责人,浙商金汇信托股份有限公司,01-18
60-80万/年,福州-台江区,投资拓展总经理（福州）,融侨（福州）地产公司,01-18
6-8万/月,台州,生产总经理（台州、宁波）,宁波铭匠扎啤设备有限公司,01-18
100万以上/年,上海-长宁区,集团首席融资官,上海苏河汇投资管理股份有限公司,01-18
5-7万/月,天津,国网天津三源电力招聘,天津首创人力资源有限公司,01-18
5-7万/月,青岛-崂山区,手板师傅/手板工,青岛海斯特工业设计有限公司,01-18
100万以上/年,上海-浦东新区,商品期货操盘手,上海豫商物产国际贸易有限公司,01-18
100万以上/年,上海,副总裁（金融）,上海易柳商务咨询有限公司,01-18
10万以上/月,北京,"English,French, German, Spanish teacers",北京乐学者国际文化交流中心,01-18
8-30万/月,昆明,室内设计总监,云南苏海装饰工程设计有限公司,01-17
60-80万/年,深圳-福田区,金融事业部总经理,湖南和立东升实业集团有限公司,01-15
50-90万/月,南宁,办公室总经理,平安银行股份有限公司,01-18
5-7万/月,上海,总经理,上海天晟房地产经纪有限公司,01-18
10万以上/月,上海,爱情合伙人,钻石婚恋,01-18
80-100万/年,上海-松江区,办事处总监,上海蜃瑾信息科技有限公司,01-18
500元/小时,广州-南沙区,时尚服装麻豆可新人,广州市白云区和鑫服装厂,01-18
80-120万/年,厦门,Assistant Corporate Controller,明达实业（厦门）有限公司,01-18
100万以上/年,成都-锦江区,法务总经理｜风控总经理,成都睿远企业管理咨询有限公司,01-18
100万以上/年,杭州,各省分公司总经理（广东福建湖南湖北江苏等省）,鲲鹏建设集团有限公司,01-17
7-10万/月,深圳-光明新区,化妆品OEM高级管理人员,深圳市玛雅化妆品有限公司,01-17
20-30万/月,广州-天河区,高薪诚聘市场营销专业实习各10名/带薪培训/入职买社保,广东中原地产代理有限公司五山分公司,01-17
7-10万/月,东莞,五金模具設計工程師,东莞耀台五金电子有限公司,01-17
5-7万/月,深圳-罗湖区,事业部总监,深圳市长辉盛世投资管理有限公司,01-17
120-180万/年,深圳,金融副总裁,昆山琨华投资发展有限公司,01-15
100万以上/年,深圳-龙华新区,副总裁（推广中心总经理）,深圳华智共创教育科技有限公司,01-15
5-7万/月,哈尔滨-道里区,集团总经理,黑龙江省英超投资管理有限公司,01-15
7-10万/月,深圳-福田区,安装预算员,深圳市建衡达工程造价咨询有限公司,01-15
10万以上/月,北京-朝阳区,创业合伙人-大都会Metlife,北京云天慈航健康管理有限公司,01-15
100万以上/年,哈尔滨-香坊区,分公司总经理,上海海日智能科技有限公司,01-18
80-100万/年,异地招聘,环保集团投资总监,烟台杰瑞石油服务集团股份有限公司,01-18
5-7万/月,哈尔滨,土地拓展,富力（哈尔滨）房地产开发有限公司,01-17
100万以上/年,杭州,CTO,杭州富华计算机技术开发有限公司,01-17
20-50万/月,广州-白云区,电商 合伙人 股东,广州市澳意化妆品有限公司,01-17
10万以上/月,杭州,医学博士,浙江阿夫拉姆生物科技有限公司,01-17
10万以上/月,广州-白云区,家装设计总监,广州标杆装饰设计工程有限公司,01-17
80-100万/年,上海-浦东新区,品质管理处副总Quality Assurance VP,日月光封装测试（上海）有限公司,01-17
10万以上/月,上海-闵行区,基金管理负责人,上海星成实业有限公司,01-17
60-80万/年,深圳-南山区,地产基金投资总监,华润置地（深圳）有限公司,01-17
60-80万/年,异地招聘,工程副总经理（西安）J11105,奥园集团有限公司 Aoyuan Corpora...,01-10
10万以上/月,永州,资本总监,湖南科森农业科技有限公司,01-12
111.1-222.2万/月,上海-浦东新区,Treasury Manager,ETAM CHINA上海艾格服饰有限公司,01-15
60-80万/年,北京-东城区,项目部 总经理,中投金桥（北京）投资有限公司,01-15
3000元/天,广州-天河区,高端车展模特,广州韩帝文化活动策划有限公司,01-15
10万以上/月,德宏,高薪诚聘人力资源总监8000+,瑞丽市大熊珠宝有限公司,01-15
7-10万/月,成都-金牛区,网络销售客服 周末双休 高薪,成都晶禄源网络科技有限公司,01-15
5-7万/月,荆州,招石首美食城档口老板（招商）,湖北省饕餮商贸有限公司,01-17
7-10万/月,成都-郫都区,事业部副总裁,成都东旭智能科技有限公司,01-17
5-7万/月,深圳-南山区,规划副总,中旅智业文化发展（深圳）有限公司,01-17
60-80万/年,广州-天河区,私人银行总监/理财总监/投融资总监,金憙宝（广州）信息科技有限公司,01-17
60-80万/年,苏州,分公司总经理,金海棠资产管理有限公司（苏州）,01-17
6-7.5万/月,深圳-南山区,寻找能动手编程的技术架构师/CTO,未来地图（深圳）智能科技有限公司,01-10
5-10万/月,北京-朝阳区,公司副总/运营中心总监—产业集团公司代招,北京珠江房地产开发有限公司,01-10
20-60万/月,深圳-罗湖区,建筑设计主管/经理/总监,宝能城市发展建设集团有限公司,01-09
5-7万/月,成都,产品结构设计,成都易华天宇试验设备有限责任公司,01-09
10万以上/月,深圳-宝安区,轻松月收入过万,深圳市乐有家房产交易有限公司,01-12
60-80万/年,杭州-余杭区,师资中心总经理,有邻有伴（杭州）教育咨询有限公司,01-12
7-10万/月,异地招聘,奔宝奥维修师傅,青岛宝悦宝马汽车服务有限公司,01-12
8-12万/月,宁波,投资研究专员,宁波金田铜业（集团）股份有限公司,01-12
5-7万/月,青岛-市南区,足球俱乐部经理人,中国海归精英协会,01-12
10万以上/月,宁波,旅游策划,宁波华侨城投资发展有限公司,01-12
5-7万/月,上海,执行创意总监,上海通泽广告有限公司,01-15
100万以上/年,郑州-郑东新区,外汇操盘手年薪百万,河南一平实业有限公司,01-15
100万以上/年,长沙,省级公司总经理,苏州美格尔网络股份有限公司,01-15
5-8万/月,深圳-福田区,优+主管（中国平安全国冠军团队）,中国平安人寿保险股份有限公司深圳...,01-15
10-20万/月,北京-朝阳区,移动端测试,米袋子信息技术（北京）有限公司,01-17
7-10万/月,上海,设计院院长,上海嘉春装饰设计工程有限公司,01-17
60-80万/年,上海-浦东新区,股权投资总监,海银资产管理有限公司,01-17
5-7万/月,哈尔滨,直销总经理,哈尔滨怡康药业有限公司,01-17
7-10万/月,深圳-福田区,建筑设计总监,金地（集团）深圳地产公司,01-09
80-100万/年,广州,高级销售经理,广州翻倍信息技术有限公司,01-09
7-10万/月,上海-静安区,地下连续墙施工负责人,上海建元工程股份有限公司,01-09
60-80万/年,连云港,置业总经理,江苏建艺置业有限公司,01-09
50-100万/月,上海-黄浦区,合作伙伴招聘—个人客户部VP,上海普财投资管理有限公司,01-09
5-10万/月,上海-长宁区,CTO技术VP技术总监,再惠（上海）网络科技有限公司,01-12
5-7万/月,上海,投资总监,上海张江科技园平湖联合发展有限公司,01-12
7-10万/月,东莞-沙田镇,人力资源总监,广东美泰制药有限公司,01-12
100万以上/年,上海,上海-首席运营官/总经理,深圳市极速名车投资发展有限公司,01-12
5-7万/月,北京-大兴区,首席执行官/总裁/总经理,北京市兴商房地产经纪中心,01-15
7-10万/月,武汉-洪山区,分校区中心主任（高校管理+招生绩效+年终分红）,湖北鑫天证教育咨询有限公司,01-15
10万以上/月,北京-朝阳区,副总经理,唐玺文化集团有限公司,01-15
10万以上/月,杭州,资深运营专员/经理,湖州大风车网络科技有限公司,01-15
60-80万/年,异地招聘,总经理,深圳市中珩互联网金融服务有限公司,01-15
5-7万/月,烟台,信息化智能化管理员,山东英福莱农业装备集团有限公司,01-15
5-7万/月,上海-黄浦区,高级理财顾问,恒大互联网集团,01-15
4500元/天,深圳,上下模师傅,深圳市皓星伟业科技有限公司,01-17
5-7万/月,北京-丰台区,业务拓展总监/产品引进总监/产品总监,北京蓝天共享健康管理有限责任公司,01-16
15-30万/月,长沙-芙蓉区,资产评估项目经理,中和资产评估有限公司,01-16
60-80万/年,北京-朝阳区,内控合规部负责人,凤凰金融,01-16
10-50万/月,天津-滨海新区,城市合伙人（人脉广 资源丰富）,腾丰企业管理咨询（天津）有限公司,01-09
80-100万/年,异地招聘,城市服务站合伙人,广东慧华易居信息科技有限公司,01-09
60-80万/年,上海-静安区,某集团公司平行进口车总经理，工作地点：上海、深圳,上海锐核企业管理咨询有限公司,01-09
10-30万/月,深圳-南山区,高级税筹师,神州易桥（北京）财税科技有限公司,01-09
300元/小时,北京,***配音员,北京北方天地影视文化有限公司,01-09
80-100万/年,北京-丰台区,金融销售副总经理,北京金涨丰盛资产管理有限公司,01-09
5-7万/月,香港,Responsible Officer（RO）,好买财富管理股份有限公司,01-09
100万以上/年,深圳-福田区,财富管理中心总裁,深圳前海海德财富投资管理有限公司,01-12
60-80万/年,异地招聘,融资总经理,海南地恒实业投资有限公司,01-12
3500元/天,东莞-凤岗镇,IPQCW,东莞亚岑照明有限公司,01-12
7-10万/月,上海-长宁区,运营副总裁,上海珂宇投资管理有限公司,01-12
7-10万/月,大理,区域代理,大理昱帆速递有限公司满江分部,01-15
7-10万/月,异地招聘,市政、公路工程预结算,广西建工集团第四建筑工程有限责任...,01-14
100万以上/年,呼和浩特,诚招呼和浩特各区县代理,内蒙古宝民商贸有限责任公司,01-14
50-100万/月,杭州-下城区,连者,杭州拼积科技有限公司,01-14
7-10万/月,宁波-海曙区,副总经理(5750),旭辉集团杭州事业部,01-14
80-100万/年,杭州-下城区,运营副总裁,富春控股集团有限公司,01-14
60-80万/年,异地招聘,人力资源总监,西藏惠才企业管理有限公司,01-14
80-100万/年,异地招聘,大客户开发合伙人,武汉芝华商业数据分析有限公司,01-16
5-7万/月,北京-朝阳区,北控城市资源集团总经理(J10125),北控水务（中国）投资有限公司,01-16
